Tweet,sentimen
giat bersih tumbuh liar jl bukit cere kel gandul kec cere selasa cc,positive
giat bersih tumbuh liar jl h sulaiman kel bedah senin cc,positive
giat bersih tumbuh liar jl nangka kel sukamaju kec tapos senin cc,positive
giat bersih tumbuh liar jl pendowo kel limo kec limo rabu cc,positive
giat bersih tumbuh liar jl putra kel ruyung kec limo selasa cc,positive
giat bersih tumbuh liar jl raya krukut kec krukut kel krukut rabu cc,positive
giat bersih tumbuh liar jl raya krukut kel krukut kec limo kamis cc,positive
giat bersih tumbuh liar jl raya krukut kel krukut kec limo selasa cc,positive
giat bersih tumbuh liar jl raya krukut kel krukut kec limo senin cc,positive
giat bersih tumbuh liar jl raya pasir putih sawangan senin cc,positive
giat bersih tumbuh liar jl raya ruyung kel ruyung kec limo rabu cc,positive
giat bersih tumbuh liar jl raya ruyung kel ruyung kec limo selasa cc,positive
giat bersih tumbuh liar jl tani cipayung senin cc,positive
giat bersih tumbuh liar jl tugu batu kel sawangan selasa cc,positive
giat bersih tumbuh liar kali cabang permata depok jumat cc,positive
giat bersih tumbuh liar kali taman duta cimanggis senin cc,positive
giat bersih tumbuh liar sampah kali laya taman duta cisalak sukmajaya selasa cc,positive
giat buat salur taman duta cimanggis senin cc,positive
giat lanjut bersih sampah kali cabang jl raya citayam rabu cc,positive
giat lanjut bersih sampah kali cabang permata depok kamis cc,positive
giat lanjut bersih sampah kali dpn arsip jatijajar kamis cc,positive
giat lanjut bersih sampah kali jl raya jktbgr cimanggis rabu cc,positive
giat lanjut bersih sampah kali pt ykk jl raya jktbgr cimanggis kamis cc,positive
giat lanjut bersih sampah kali pt ykk jl raya jktbgr cimanggis rabu cc,positive
giat lanjut bersih sampah kali pt ykk jl raya jktbgr cimanggis selasa cc,positive
giat lanjut bersih sampah kali pt ykk jl raya jktbgr cimanggis senin cc,positive
giat lanjut bersih sampah outlet setu citayam kelpondok terong cipayung rabu cc,positive
giat lanjut bersih tumbuh liar jl h sulaiman kel bedah sawangan kamis cc,positive
giat lanjut bersih tumbuh liar jl kailudin kel kalibaru kec cilodong jumat cc,positive
giat lanjut bersih tumbuh liar jl nangka kel sukamaju kec tapos selasa cc,positive
giat lanjut bersih tumbuh liar jl pendowo kel limo kec limo kamis cc,positive
giat lanjut bersih tumbuh liar jl raya cere kec cere kel cere selasa cc,positive
giat lanjut bersih tumbuh liar jl raya krukut kel krukut kec limo selasa cc,positive
giat lanjut bersih tumbuh liar jl raya krukut kel krukut limo senin cc,positive
giat lanjut bersih tumbuh liar jl raya krukut kel limo kamis cc,positive
giat lanjut bersih tumbuh liar jl ridwan rais kel beji timur kec beji senin cc,positive
giat lanjut bersih tumbuh liar jl tugu batu kel sawangan kamis cc,positive
giat lanjut normalisasi anak kali angke curug senin cc,neutral
giat lanjut normalisasi kali angke kel curug jumat cc,neutral
giat lanjut normalisasi kali angke kel curug senin cc,neutral
giat lanjut normalisasi kali caringin sawangan kamis cc,negative
giat lanjut normalisasi kali caringin sawangan rabu cc,neutral
giat lanjut normalisasi kali caringin sawangan selasa cc,neutral
giat lanjut normalisasi kali caringin sawangan senin cc,neutral
giat lanjut normalisasi kali kumpeni puri sriwedari cimanggis kamis cc,negative
giat lanjut normalisasi kali kumpeni puri sriwedari cimanggis rabu cc,neutral
giat lanjut normalisasi kali kumpeni puri sriwedari cimanggis selasa cc,neutral
giat lanjut normalisasi kali kumpeni puri sriwedari cimanggis senin cc,neutral
giat lanjut normalisasi kali layang pondok jaya kamis cc,negative
giat lanjut normalisasi kali layang pondok jaya rabu cc,neutral
giat lanjut normalisasi kali layang pondok jaya selasa cc,neutral
giat lanjut normalisasi kali layang pondok jaya senin cc,neutral
giat lanjut normalisasi salur bersih sampah jl arif r hakim kel depok kec pancoran mas kamis cc,positive
giat lanjut normalisasi salur bersih tumbuh liar jl bukit cere kel gandul kec cere kamis cc,positive
giat lanjut normalisasi salur jl abdul ghani kel kalibaru kec cilodong selasa cc,neutral
giat lanjut normalisasi salur jl cipayung kel cipayung kamis cc,negative
giat lanjut normalisasi salur jl cipayung kel cipayung kec cipayung selasa cc,neutral
giat lanjut normalisasi salur jl curug agung kel tanah kec beji kamis cc,negative
giat lanjut normalisasi salur jl gg nangka sukamaju tapos kamis cc,negative
giat lanjut normalisasi salur jl kailudin kel kalibaru kec cilodong jumat cc,neutral
giat lanjut normalisasi salur jl kailudin kel kalibaru kec cilodong kamis cc,negative
giat lanjut normalisasi salur jl kailudin kel kalibaru kec cilodong senin cc,neutral
giat lanjut normalisasi salur jl kapur kel sukamaju tapos selasa cc,neutral
giat lanjut normalisasi salur jl kh usman kel kukus kec beji rabu cc,neutral
giat lanjut normalisasi salur jl kh usman kel kukus kec beji selasa cc,neutral
giat lanjut normalisasi salur jl nangka kel beji kec beji kamis cc,negative
giat lanjut normalisasi salur jl pala kali kel kukus kec beji jumat cc,neutral
giat lanjut normalisasi salur jl pala kali kel kukus kec beji rabu cc,neutral
giat lanjut normalisasi salur jl raya cere kec cere selasa cc,neutral
giat lanjut normalisasi salur jl raya cere kel cere kec cere jumat cc,neutral
giat lanjut normalisasi salur jl raya cere kel cere kec cere kamis cc,negative
giat lanjut normalisasi salur jl raya cere kel cere kec cere rabu cc,neutral
giat lanjut normalisasi salur jl raya cere kel cere kec cere selasa cc,neutral
giat lanjut normalisasi salur jl raya cere kel cere kec cere senin cc,neutral
giat lanjut normalisasi salur jl ridwan rais kel beji timur kec beji kamis cc,negative
giat lanjut normalisasi salur jl ridwan rais kel beji timur kec beji rabu cc,neutral
giat lanjut normalisasi salur jl ridwan rais kel beji timur kec beji selasa cc,neutral
giat lanjut normalisasi salur kali layang pondok jaya jumat cc,neutral
giat lanjut normalisasi salur kali layang pondok jaya kamis cc,negative
giat lanjut normalisasi salur kali layang pondok jaya senin cc,neutral
giat lanjut normalisasi salur lurah curug cimanggis selasa cc,neutral
giat lanjut normalisasi salur lurah sawangan jumat cc,neutral
giat lanjut normalisasi salur lurah sawangan kamis cc,negative
giat lanjut normalisasi salur lurah sawangan rabu cc,neutral
giat lanjut normalisasi salur lurah sawangan senin cc,neutral
giat lanjut tangan longsor jalan amblas grand depok city gdc lurah kalimulya camat cilodong rabu cc,negative
giat lanjut tangan longsor kali cabang jl mujair raya depok jaya pancoran mas senin cc,neutral
giat lanjut tangan longsor kali jatijajar selasa cc,neutral
giat lanjut tangan longsor pasang bronjong kali cabang jl mujair raya depok jaya pancoran mas jumat cc,neutral
giat lanjut tangan longsor pasang bronjong kali cabang jl mujair raya depok jaya pancoran mas rabu cc,neutral
giat lanjut tangan longsor rumah pasir putih residence blok c sawangan jumat cc,neutral
giat lanjut tangan longsor rumah pasir putih residence blok c sawangan kamis cc,negative
giat lanjut tanggulang longsor kali jantung tirta mandala sukmajaya sabtu cc,neutral
giat lanjut tanggulang longsor pasir gunung selatan camat cimanggis selasa cc,negative
giat lanjut tanggulang longsor pasir gunung selatan camat cimanggis senin cc,negative
giat lanjut tanggulang longsor rumah gema pesona jl tole iskandar sukmajaya selasa cc,neutral
giat normalisasi anak kali angke curug sugutamu jumat cc,neutral
giat normalisasi anak kali angke curug sugutamu kamis cc,negative
giat normalisasi jl abdul ghani raya kel kalibaru kec cilodong senin cc,neutral
giat normalisasi kali angke curug senin cc,neutral
giat normalisasi kali caringin sawangan senin cc,neutral
giat normalisasi kali grogol cere senin cc,neutral
giat normalisasi kali grogol villa santika mampang indah kamis cc,negative
giat normalisasi kali jantung bukit cengkeh cimanggis rabu cc,neutral
giat normalisasi kali jantung bukit cengkeh cimanggis senin cc,neutral
giat normalisasi kali kumpeni puri sriwedari cimanggis selasa cc,neutral
giat normalisasi kali layang pondok jaya senin cc,neutral
giat normalisasi salur inlet setu pladen jl arif r hakim senin cc,neutral
giat normalisasi salur jl abdul ghani kel kalibaru kec cilodong selasa cc,neutral
giat normalisasi salur jl abdul ghani raya kel kalibaru kec cilodong selasa cc,neutral
giat normalisasi salur jl abdul wahab kel sawanagn kec sawangan rabu cc,neutral
giat normalisasi salur jl aridho kel jatimulya kec cilodong rabu cc,neutral
giat normalisasi salur jl arif r hakim kel depok kec pancoran mas selasa cc,neutral
giat normalisasi salur jl arif r hakim setu pladen beji rabu cc,neutral
giat normalisasi salur jl bakti abri kel sukamaju kec tapos senin cc,neutral
giat normalisasi salur jl bukit cere kec cere senin cc,neutral
giat normalisasi salur jl bulak timur kel ratujaya kec cipayung senin cc,neutral
giat normalisasi salur jl cagar alam tiga sandra pancoran mas senin cc,neutral
giat normalisasi salur jl cilangkap kel cimpaeun kec tapos rabu cc,neutral
giat normalisasi salur jl cilangkap rumah mutiara cimanggis senin cc,neutral
giat normalisasi salur jl cilangkap tapos rabu cc,neutral
giat normalisasi salur jl curug agung kel tanah kec beji jumat cc,neutral
giat normalisasi salur jl curug agung kel tanah kec beji selasa cc,neutral
giat normalisasi salur jl dongkal kel sukatani tapos senin cc,neutral
giat normalisasi salur jl gas alam kel curug kec cimanggis senin cc,neutral
giat normalisasi salur jl h dimun kel sukamaju kec cilodong kamis cc,negative
giat normalisasi salur jl h nail kel baktijaya kec sukmajaya senin cc,neutral
giat normalisasi salur jl h sulaiman kel bedah senin cc,neutral
giat normalisasi salur jl jatimulya kel jatimulya kec cilodong rabu cc,neutral
giat normalisasi salur jl jatimulya kel jatimulya kec jatimulya jumat cc,neutral
giat normalisasi salur jl jatimulya kel kalimulya cilodong senin cc,neutral
giat normalisasi salur jl jaya kel abadi jaya kec sukmajaya kamis cc,negative
giat normalisasi salur jl juanda dpn pintu masuk tol kemiri muka selasa cc,neutral
giat normalisasi salur jl juanda kel baktijaya kec sukmajaya kamis cc,negative
giat normalisasi salur jl kailudin kel kalibaru kec cilodong rabu cc,neutral
giat normalisasi salur jl kapur kec tapos selasa cc,neutral
giat normalisasi salur jl kapur kel curug kec cimanggis selasa cc,neutral
giat normalisasi salur jl kapur kel curug kec cimanggis senin cc,neutral
giat normalisasi salur jl kapur kel sukamaju kec tapos senin cc,neutral
giat normalisasi salur jl kedoya raya rt kel pondok cina senin cc,neutral
giat normalisasi salur jl kh usman kel kukus kec beji jumat cc,neutral
giat normalisasi salur jl kh usman kel kukus kec beji kamis cc,negative
giat normalisasi salur jl kh usman kel kukus kec beji selasa cc,neutral
giat normalisasi salur jl kh usman kel kukus kec beji senin cc,neutral
giat normalisasi salur jl nusantara raya kel depok jaya kec pancoran mas selasa cc,neutral
giat normalisasi salur jl pala kali kel kukus kec beji selasa cc,neutral
giat normalisasi salur jl pemuda depok pancoran mas jumat cc,neutral
giat normalisasi salur jl pendowo kel limo kec limo selasa cc,neutral
giat normalisasi salur jl pendowo kel limo kec limo senin cc,neutral
giat normalisasi salur jl radar aur kel cisalak pasar kec cimanggis jumat cc,neutral
giat normalisasi salur jl radar aur kel cisalak pasar kec cimanggis selasa cc,neutral
giat normalisasi salur jl radar aur kel cisalak pasar kec cimanggis senin cc,neutral
giat normalisasi salur jl radar aur kel mekarsari kec cimanggis kamis cc,negative
giat normalisasi salur jl raden saleh kel sukmajaya kec sukmajaya rabu cc,neutral
giat normalisasi salur jl raya adil kel rangkap jaya kec pancoran mas senin cc,neutral
giat normalisasi salur jl raya cere kec cere senin cc,neutral
giat normalisasi salur jl raya cere kel cere kec cere kamis cc,negative
giat normalisasi salur jl raya cere kel cere kec cere senin cc,neutral
giat normalisasi salur jl raya cipayung kec cipayung senin cc,neutral
giat normalisasi salur jl raya cipayung kel cipayung kamis cc,negative
giat normalisasi salur jl raya cipayung kel cipayung kec cipayung selasa cc,neutral
giat normalisasi salur jl raya kartini kec pancoran mas selasa cc,negative
giat normalisasi salur jl raya krukut kel krukut kec limo senin cc,neutral
giat normalisasi salur jl raya pasir putih sawangan kamis cc,negative
giat normalisasi salur jl raya pendowo kel grogol kec limo rabu cc,neutral
giat normalisasi salur jl raya ruyung kel ruyung kec limo senin cc,neutral
giat normalisasi salur jl raya sawangan kel pancoran mas kec pancoran mas kamis cc,negative
giat normalisasi salur jl raya tole iskandar kel sukamajau kec cilodong senin cc,neutral
giat normalisasi salur jl raya tole iskandar kel sukamaju kec cilodong jumat cc,neutral
giat normalisasi salur jl raya tole iskandar kel sukmajaya kec sukmajaya selasa cc,neutral
giat normalisasi salur jl raya tole iskandar kel sukmajaya kec sukmajaya senin cc,neutral
giat normalisasi salur jl ridwan rais kel beji kec beji senin cc,neutral
giat normalisasi salur jl ridwan rais kel beji timur kec beji senin cc,neutral
giat normalisasi salur jl siliwangi depok pancoran mas kamis cc,negative
giat normalisasi salur jl tole iskandar kel abadijaya kec sukmajaya kamis cc,negative
